Timestamp,Pair,Bid,Ask,Open_Open,Open_High,Open_Low,Open_Close,High_Open,High_High,High_Low,High_Close,Low_Open,Low_High,Low_Low,Low_Close,Close_Open,Close_High,Close_Low,Close_Close
2022-06-01 09:00:00,EUR/USD,1.07176,1.07187,1.07187,1.07192,1.07143,1.07151,1.07187,1.07192,1.07143,1.07151,1.07187,1.07192,1.07143,1.07151,1.07187,1.07192,1.07143,1.07151
2022-06-02 10:05:00,EUR/USD,1.06886,1.06893,1.06893,1.0691,1.0686,1.06879,1.06893,1.0691,1.0686,1.06879,1.06893,1.0691,1.0686,1.06879,1.06893,1.0691,1.0686,1.06879
2022-06-02 12:15:00,EUR/USD,1.06906,1.06924,1.06924,1.06992,1.06906,1.06937,1.06924,1.06992,1.06906,1.06937,1.06924,1.06992,1.06906,1.06937,1.06924,1.06992,1.06906,1.06937
2022-06-09 07:50:00,EUR/USD,1.07125,1.07131,1.07131,1.07152,1.07068,1.07076,1.07131,1.07152,1.07068,1.07076,1.07131,1.07152,1.07068,1.07076,1.07131,1.07152,1.07068,1.07076
2022-06-09 11:50:00,EUR/USD,1.07102,1.07109,1.07109,1.07427,1.07109,1.07394,1.07109,1.07427,1.07109,1.07394,1.07109,1.07427,1.07109,1.07394,1.07109,1.07427,1.07109,1.07394
2022-06-09 17:45:00,EUR/USD,1.06328,1.06333,1.06333,1.06369,1.06328,1.06369,1.06333,1.06369,1.06328,1.06369,1.06333,1.06369,1.06328,1.06369,1.06333,1.06369,1.06328,1.06369
2022-06-13 19:20:00,EUR/USD,1.04275,1.04284,1.04284,1.04316,1.04134,1.04151,1.04284,1.04316,1.04134,1.04151,1.04284,1.04316,1.04134,1.04151,1.04284,1.04316,1.04134,1.04151
2022-06-14 08:40:00,EUR/USD,1.04744,1.04748,1.04748,1.04817,1.04702,1.04769,1.04748,1.04817,1.04702,1.04769,1.04748,1.04817,1.04702,1.04769,1.04748,1.04817,1.04702,1.04769
2022-06-15 13:05:00,EUR/USD,1.04123,1.04129,1.04129,1.04148,1.04041,1.04062,1.04129,1.04148,1.04041,1.04062,1.04129,1.04148,1.04041,1.04062,1.04129,1.04148,1.04041,1.04062
2022-06-17 09:00:00,EUR/USD,1.05198,1.05201,1.05201,1.05275,1.05196,1.05235,1.05201,1.05275,1.05196,1.05235,1.05201,1.05275,1.05196,1.05235,1.05201,1.05275,1.05196,1.05235
2022-06-17 14:10:00,EUR/USD,1.04711,1.04716,1.04716,1.0474,1.0466,1.04685,1.04716,1.0474,1.0466,1.04685,1.04716,1.0474,1.0466,1.04685,1.04716,1.0474,1.0466,1.04685
2022-06-21 05:45:00,EUR/USD,1.05169,1.05173,1.05173,1.05178,1.0516,1.05168,1.05173,1.05178,1.0516,1.05168,1.05173,1.05178,1.0516,1.05168,1.05173,1.05178,1.0516,1.05168
2022-06-21 11:50:00,EUR/USD,1.05504,1.05508,1.05508,1.0553,1.05471,1.05479,1.05508,1.0553,1.05471,1.05479,1.05508,1.0553,1.05471,1.05479,1.05508,1.0553,1.05471,1.05479
2022-06-24 13:00:00,EUR/USD,1.05229,1.05234,1.05234,1.05256,1.05183,1.05202,1.05234,1.05256,1.05183,1.05202,1.05234,1.05256,1.05183,1.05202,1.05234,1.05256,1.05183,1.05202
2022-06-30 00:30:00,EUR/USD,1.04409,1.04415,1.04415,1.04446,1.04415,1.04441,1.04415,1.04446,1.04415,1.04441,1.04415,1.04446,1.04415,1.04441,1.04415,1.04446,1.04415,1.04441
2022-07-04 07:05:00,EUR/USD,1.04275,1.04281,1.04281,1.04365,1.04279,1.04348,1.04281,1.04365,1.04279,1.04348,1.04281,1.04365,1.04279,1.04348,1.04281,1.04365,1.04279,1.04348
2022-07-06 13:25:00,EUR/USD,1.01962,1.01966,1.01966,1.01966,1.01909,1.01919,1.01966,1.01966,1.01909,1.01919,1.01966,1.01966,1.01909,1.01919,1.01966,1.01966,1.01909,1.01919
2022-07-07 18:10:00,EUR/USD,1.01582,1.01589,1.01589,1.01601,1.01584,1.0159,1.01589,1.01601,1.01584,1.0159,1.01589,1.01601,1.01584,1.0159,1.01589,1.01601,1.01584,1.0159
