Timestamp,Pair,Bid,Ask,Open_Open,Open_High,Open_Low,Open_Close,High_Open,High_High,High_Low,High_Close,Low_Open,Low_High,Low_Low,Low_Close,Close_Open,Close_High,Close_Low,Close_Close
2022-10-03 04:05:00,EUR/USD,0.98016,0.98022,0.98022,0.98029,0.97923,0.97927,0.98022,0.98029,0.97923,0.97927,0.98022,0.98029,0.97923,0.97927,0.98022,0.98029,0.97923,0.97927
2022-10-03 10:30:00,EUR/USD,0.97838,0.97844,0.97844,0.97853,0.97796,0.97825,0.97844,0.97853,0.97796,0.97825,0.97844,0.97853,0.97796,0.97825,0.97844,0.97853,0.97796,0.97825
2022-10-03 11:55:00,EUR/USD,0.97565,0.97571,0.97571,0.97696,0.9756,0.97686,0.97571,0.97696,0.9756,0.97686,0.97571,0.97696,0.9756,0.97686,0.97571,0.97696,0.9756,0.97686
2022-10-03 12:25:00,EUR/USD,0.97686,0.97692,0.97692,0.97736,0.97669,0.97675,0.97692,0.97736,0.97669,0.97675,0.97692,0.97736,0.97669,0.97675,0.97692,0.97736,0.97669,0.97675
2022-10-03 13:35:00,EUR/USD,0.97631,0.97636,0.97636,0.97671,0.97592,0.97611,0.97636,0.97671,0.97592,0.97611,0.97636,0.97671,0.97592,0.97611,0.97636,0.97671,0.97592,0.97611
2022-10-03 13:35:00,EUR/USD,0.9763,0.97637,0.97636,0.97671,0.97592,0.97611,0.97636,0.97671,0.97592,0.97611,0.97636,0.97671,0.97592,0.97611,0.97636,0.97671,0.97592,0.97611
2022-10-03 13:40:00,EUR/USD,0.97605,0.97611,0.97611,0.97687,0.97582,0.97656,0.97611,0.97687,0.97582,0.97656,0.97611,0.97687,0.97582,0.97656,0.97611,0.97687,0.97582,0.97656
2022-10-04 06:45:00,EUR/USD,0.98649,0.98659,0.98659,0.98712,0.98651,0.98668,0.98659,0.98712,0.98651,0.98668,0.98659,0.98712,0.98651,0.98668,0.98659,0.98712,0.98651,0.98668
2022-10-04 07:40:00,EUR/USD,0.98797,0.98806,0.98806,0.98871,0.98755,0.98855,0.98806,0.98871,0.98755,0.98855,0.98806,0.98871,0.98755,0.98855,0.98806,0.98871,0.98755,0.98855
2022-10-04 14:05:00,EUR/USD,0.99503,0.99509,0.99509,0.99585,0.99436,0.9944,0.99509,0.99585,0.99436,0.9944,0.99509,0.99585,0.99436,0.9944,0.99509,0.99585,0.99436,0.9944
2022-10-04 14:05:00,EUR/USD,0.99504,0.9951,0.99509,0.99585,0.99436,0.9944,0.99509,0.99585,0.99436,0.9944,0.99509,0.99585,0.99436,0.9944,0.99509,0.99585,0.99436,0.9944
2022-10-04 20:05:00,EUR/USD,0.9987,0.99878,0.99878,0.99928,0.99865,0.99893,0.99878,0.99928,0.99865,0.99893,0.99878,0.99928,0.99865,0.99893,0.99878,0.99928,0.99865,0.99893
2022-10-05 05:55:00,EUR/USD,0.99706,0.99715,0.99715,0.9973,0.99631,0.99641,0.99715,0.9973,0.99631,0.99641,0.99715,0.9973,0.99631,0.99641,0.99715,0.9973,0.99631,0.99641
2022-10-05 07:20:00,EUR/USD,0.99514,0.99523,0.99523,0.99587,0.9951,0.99582,0.99523,0.99587,0.9951,0.99582,0.99523,0.99587,0.9951,0.99582,0.99523,0.99587,0.9951,0.99582
2022-10-05 14:05:00,EUR/USD,0.98465,0.98473,0.98473,0.98588,0.98466,0.9854,0.98473,0.98588,0.98466,0.9854,0.98473,0.98588,0.98466,0.9854,0.98473,0.98588,0.98466,0.9854
2022-10-06 07:05:00,EUR/USD,0.99028,0.99037,0.99037,0.99087,0.99027,0.99045,0.99037,0.99087,0.99027,0.99045,0.99037,0.99087,0.99027,0.99045,0.99037,0.99087,0.99027,0.99045
2022-10-06 11:15:00,EUR/USD,0.98836,0.98845,0.98845,0.98937,0.98833,0.98893,0.98845,0.98937,0.98833,0.98893,0.98845,0.98937,0.98833,0.98893,0.98845,0.98937,0.98833,0.98893
2022-10-06 11:15:00,EUR/USD,0.98837,0.98845,0.98845,0.98937,0.98833,0.98893,0.98845,0.98937,0.98833,0.98893,0.98845,0.98937,0.98833,0.98893,0.98845,0.98937,0.98833,0.98893
2022-10-06 15:05:00,EUR/USD,0.98384,0.98389,0.98389,0.98442,0.98374,0.98389,0.98389,0.98442,0.98374,0.98389,0.98389,0.98442,0.98374,0.98389,0.98389,0.98442,0.98374,0.98389
2022-10-07 05:55:00,EUR/USD,0.98023,0.98031,0.98031,0.98045,0.9801,0.98017,0.98031,0.98045,0.9801,0.98017,0.98031,0.98045,0.9801,0.98017,0.98031,0.98045,0.9801,0.98017
2022-10-07 16:15:00,EUR/USD,0.97791,0.97798,0.97798,0.97824,0.97789,0.97809,0.97798,0.97824,0.97789,0.97809,0.97798,0.97824,0.97789,0.97809,0.97798,0.97824,0.97789,0.97809
2022-10-11 00:55:00,EUR/USD,0.97212,0.97222,0.97222,0.97234,0.97194,0.97209,0.97222,0.97234,0.97194,0.97209,0.97222,0.97234,0.97194,0.97209,0.97222,0.97234,0.97194,0.97209
2022-10-12 00:00:00,EUR/USD,0.97002,0.9701,0.9701,0.97037,0.96924,0.96977,0.9701,0.97037,0.96924,0.96977,0.9701,0.97037,0.96924,0.96977,0.9701,0.97037,0.96924,0.96977
2022-10-12 13:20:00,EUR/USD,0.97043,0.9705,0.9705,0.97062,0.96995,0.97033,0.9705,0.97062,0.96995,0.97033,0.9705,0.97062,0.96995,0.97033,0.9705,0.97062,0.96995,0.97033
2022-10-12 13:20:00,EUR/USD,0.97044,0.97049,0.9705,0.97062,0.96995,0.97033,0.9705,0.97062,0.96995,0.97033,0.9705,0.97062,0.96995,0.97033,0.9705,0.97062,0.96995,0.97033
2022-10-12 17:00:00,EUR/USD,0.96833,0.96838,0.96838,0.96866,0.96811,0.96832,0.96838,0.96866,0.96811,0.96832,0.96838,0.96866,0.96811,0.96832,0.96838,0.96866,0.96811,0.96832
2022-10-12 17:00:00,EUR/USD,0.96834,0.9684,0.96838,0.96866,0.96811,0.96832,0.96838,0.96866,0.96811,0.96832,0.96838,0.96866,0.96811,0.96832,0.96838,0.96866,0.96811,0.96832
2022-10-12 22:30:00,EUR/USD,0.97077,0.97089,0.97089,0.97092,0.97082,0.9709,0.97089,0.97092,0.97082,0.9709,0.97089,0.97092,0.97082,0.9709,0.97089,0.97092,0.97082,0.9709
2022-10-13 06:00:00,EUR/USD,0.96967,0.96979,0.96979,0.97059,0.96967,0.97015,0.96979,0.97059,0.96967,0.97015,0.96979,0.97059,0.96967,0.97015,0.96979,0.97059,0.96967,0.97015
2022-10-13 06:40:00,EUR/USD,0.96988,0.96993,0.96993,0.97021,0.96984,0.97007,0.96993,0.97021,0.96984,0.97007,0.96993,0.97021,0.96984,0.97007,0.96993,0.97021,0.96984,0.97007
2022-10-13 12:20:00,EUR/USD,0.97421,0.97427,0.97427,0.97489,0.97412,0.97446,0.97427,0.97489,0.97412,0.97446,0.97427,0.97489,0.97412,0.97446,0.97427,0.97489,0.97412,0.97446
2022-10-13 12:45:00,EUR/USD,0.96483,0.96493,0.96493,0.96553,0.96355,0.96499,0.96493,0.96553,0.96355,0.96499,0.96493,0.96553,0.96355,0.96499,0.96493,0.96553,0.96355,0.96499
2022-10-13 12:50:00,EUR/USD,0.96492,0.96501,0.96501,0.96707,0.96449,0.96584,0.96501,0.96707,0.96449,0.96584,0.96501,0.96707,0.96449,0.96584,0.96501,0.96707,0.96449,0.96584
2022-10-13 15:20:00,EUR/USD,0.97551,0.97561,0.97561,0.97844,0.9756,0.97657,0.97561,0.97844,0.9756,0.97657,0.97561,0.97844,0.9756,0.97657,0.97561,0.97844,0.9756,0.97657
2022-10-13 16:40:00,EUR/USD,0.97779,0.97787,0.97787,0.97822,0.97771,0.97809,0.97787,0.97822,0.97771,0.97809,0.97787,0.97822,0.97771,0.97809,0.97787,0.97822,0.97771,0.97809
